,V1,V2,V3
1,1,what are azithromycin side effects? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20100906131213AA6ElRj
296,296,"does prednisone make you gain weight? | yahoo answers | okay so im taking prednisone and  ""azithromycin"" long story..i had a sore throat and a ear infection then my doctor put me on amoxicillin and then i got a allergic reaction a drug rash all over my entire body i then had to go to the doctors and get a iv in my arm with fluids and a few shots..im just...",https://answers.yahoo.com/question/index?qid=20110506190644AA61O90
297,297,"got gonorrhea shot and pills for no reason? | yahoo answers | so the doctor told me he is sure that i have gonorrhea and chlamydia, and gave me a gonorrhea shot and a prescription for chlamydia which i have been taking for 4 days. now the nurse told me a few hours ago over the phone that both tests came back negative. so i had the shot for no reason, and have been taking...",https://answers.yahoo.com/question/index?qid=20110714211824AANkaAP
298,298,can too much masterbating makes my health poor? | yahoo answers | since da day i started masterbating...i could never become da same healthy i was b4...now i look like a boy of 14 yrs...though i am 17 yrs old....my health iz soo much poor,https://answers.yahoo.com/question/index?qid=20150912175547AAx8FZE
299,299,"how do i resist the urge to masturbate? | yahoo answers | before any of you say that it is completely natural and that i shouldn't feel bad about it, it has gotten to the point where my balls hurt on a regular basis from overmasturbation. i really want to stop, but whenever i try, it never works. please give some good advice.",https://answers.yahoo.com/question/index?qid=20150821222447AA5gZeK
300,300,"flagyl and doxycycline? | yahoo answers | the doctor originally thought i had tricamonis and gave me flagyl, but when my results came back and said i have chlamydia, i was given doxycycline. should i stop taking flagyl or should i continue to take both the flagyl and doxycycline? will it hurt me at all? it's hard to get a hold of my doctor's office.",https://answers.yahoo.com/question/index?qid=20100304235252AApmiVP
301,301,"red dots found around wrists and thumbs!? | yahoo answers | i've been sick. i've had the shakes and felt nauseous on sunday. i went to the doctors on monday. he said i have a throat infection/dehydrated, not strep throat...that came back negative. he prescribed me azithromycin which i took two doses yesterday. the only side effect i felt was diarrhea. my throat no...",https://answers.yahoo.com/question/index?qid=20111026084626AA5qdBM
302,302,male weakness and gonorrhea is cure-able ? | yahoo answers | and also drops after urine..and these type of diseases and how to control over it  what test are needed to be done for these diseases ?? specialist doctors are most welcome but any body who knows about it are also welcome..:),https://answers.yahoo.com/question/index?qid=20130725151147AAQPrqm
303,303,i am a 54 year old male suffering from severe rosacea on my nose any suggestions? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20061120115930AA2B9Gd
304,304,"taking ultram or flexiril while treating chlamydia with zithromax? | yahoo answers | hey there, i recently found out i have chlamydia so bought the treatment for it zithromax they gave me a box with 3 500 mg azithromycin. the symptoms of chlamydia have not yet gone away because im only on my 2nd pill (its one every 8 hours). i sometimes use tramadol (ultram hydrochloride) or flexiril...",https://answers.yahoo.com/question/index?qid=20100710141054AAsoYHl
305,305,really bad ringing in the ears? | yahoo answers | im 17 on monday i  had a fever and the doctor put me on a medicine call azithromycin every since i had this cold my ears started ringing whats going on ,https://answers.yahoo.com/question/index?qid=20080920003320AADjitI
306,306,"what are some home remedies to treat a sinus infection? | yahoo answers | i went to the doctor a few days ago and they told me i had a sinus infection now im on azithromycin 250 mg because of the medicine i have diarrhea and a upset stomach from these pills what are home some remedies that i could get at target, wal-mart, or cubfoods?",https://answers.yahoo.com/question/index?qid=20121123092417AA4Yvny
307,307,"medicine caused joint inflammation? | yahoo answers | ok, about early march, late february, i was prescribed azithromycin for assumed std, and it was a 1 gram powder pack. i mixed the pack with water and drank it. while on it, i experience severe joint pain. and about 2 weeks later, i was prescribed valtrex for herpes, even though it later was confirmed not to be...",https://answers.yahoo.com/question/index?qid=20100417183924AAq29JP
308,308,"why am i peeing so much? | yahoo answers | just as of two nights ago i've had to pee a lot, sometimes 2-3 times an hour, i've been doing boxing training and been on a healthy lo-carb diet the past 4 months. the only thing i've done differently the past few days is get a new protein powder, one is the isopure zero carb, the other is a peanut...",https://answers.yahoo.com/question/index?qid=20120723110039AArZCBb
309,309,"phenomia?!? | yahoo answers | im so worried. i just found out my dad has phenomia, specifically called legionnaires phenomia. we all thought it was the flu, i guess not.the dr. said it is in both lungs, and he should stay. my dad is a smoker too, and drinks. my dad says he feels fine though, he is is comeing home soon, and not staying at...",https://answers.yahoo.com/question/index?qid=20071203154914AAwL6IC
310,310,i have a weird stuffy feeling in my right ear? | yahoo answers | it's kind of like how it feels on a plane...but it won't go away and it's just one ear. i just got rid of a sore throat or something to that effect with an antibiotic called azithromycin. i'm kind of scared that i might be losing my hearing or something because the stuffyness won't go away and it says that one of...,https://answers.yahoo.com/question/index?qid=20081018102612AAgTFsL
311,311,"when should my symptoms from vaginitis clear up when i'm on antibiotics? | yahoo answers | i'm a little worried b/c i got diagnosed finally with cervicitis and bacterial vaginitis on thursday the 8th and i took azithromycin the first night followed by metronidazole 500 mg twice daily and naproxen 500mg twice daily for pain. however, i'm still waking up in pain and i till have burning in my...",https://answers.yahoo.com/question/index?qid=20100712122813AAZ5DzR
312,312,how long does it take for antibiotics to leave your system? | yahoo answers | i am 18 and finished my last course of antibiotics(azithromycin) on june 26 for strep throat(i was a 5 day course don't remember how many mg or when started). about a week after which was about july 3 i noticed i have been breaking out in hives/ welts which rarely ever happens. i had no idea what was causing...,https://answers.yahoo.com/question/index?qid=20090714092805AABWHQs
313,313,does the vagina itch on the outside or inside during a yeast infection? | yahoo answers | does the vagina itch on the outside or inside during a yeast infection?i also get a crater/paper-cut like sore/cut near the same spot outside my vagina around the time of my period..  only sometimes.. not all the time..i was on medication for tonsilitis called azithromycin. i was put onto the same...,https://answers.yahoo.com/question/index?qid=20100220101827AAdpKFb
314,314,"plz help. confused and having issues with a z pack (azithromyacin)? | yahoo answers | i have taken z packs before with mild discomfort. this time, i have influenza b and brochitis. doc gaave me a zpack. 1st day, 3 hours after the first dose, i had terrible watery diarreah. next morning was fine, took second dose at noon and 30 mins later my whole mid area felt like itblew up with gas. pain all day....",https://answers.yahoo.com/question/index?qid=20140301074653AAxSGgl
315,315,"whats wrong with me? please help? | yahoo answers | hey guys, so this basically all started in november of last year (2009). i started with a cough, runny nose, you know basic flu stuff and i never really thought much of it. i was really just taking some nyquil and other over the counter stuff to treat it and i felt fine. around the time i started getting better, i...",https://answers.yahoo.com/question/index?qid=20100314231404AAWTref
316,316,"antibiodic poisoning? help!!!? | yahoo answers | hey guys, iv taken about seven corses of antibiodics since last november, all 6 of them for dental, two 7 day corses of penicillin vk 500mg for dental abcess and a bone graft, 3 corses of amoxicilian for a tooth abcess, and a 5 day corse of azithromycin which i was allergic too. now im on a 30 day corse of...",https://answers.yahoo.com/question/index?qid=20101001184837AA0t30H
317,317,"problems with taking z-pack? | yahoo answers | i have been trying to fight off two infections at once for the last week and a half.  my doctor put me on the z-pack, but i have to go through 2 rounds of it.  whenever i take it, my stomach just kills me, feels like my stomach is on fire.  i called the doctor and they said the side effects should pass and not to...",https://answers.yahoo.com/question/index?qid=20080910183926AAqkmSr
318,318,"an i have the flu without fever? my main symptom is muscle weakness in my legs, sore throat, sneezing? | yahoo answers | i started feeling sick monday night, woke up w/a very sore throat on tuesday. i have no fever, vomiting, but the main issue is extreme muscle weakness in my legs. i went to 2 doctors. a nurse prescribed tamiflu, which has many bad side effects including hallucinations and seizures. when i went to the doctor later...",https://answers.yahoo.com/question/index?qid=20130117100326AAxpm9K
319,319,"severe dry mouth/dry lips after taking medication? | yahoo answers | on march 8th, i began taking nasonex (nasal spray) and azithromycin (z-pack, a fairly common antibiotic) for a minor sinus infection.only took a few doses of the nasonex, and finished out 5-day dose of z-pack.  on march 10th (2 days in), my mouth dried up severely.  by severe, i mean that gum/hard candy/water...",https://answers.yahoo.com/question/index?qid=20100329145711AAqFdUi
320,320,"should i be worried & consult doctor about pimple and hair?? 10 points for detailed answer!? | yahoo answers | let me get straight to the point. am 22 years male and recently i noticed , i am starting to get fresh new hairs on my penis or penile organ or reproductive organ. i am like how in the world you can grow hairs at this stage of life?? they are growing up on the foreskin(not circumcised) ,that is on the outside of...",https://answers.yahoo.com/question/index?qid=20140522122135AAmigHB
321,321,"bronchitis medicine causes green stool? | yahoo answers | i got bronchitis after i got a cold and my doctor prescribed azithromycin (brand name zithromax) and i was fine with it yesterday but when i took the second dose today, i got green-colored diarrhea a few times after each time i ate a single thing. after eating the second time, it got painful so i stopped eating....",https://answers.yahoo.com/question/index?qid=20090227204606AAv71iN
322,322,"please help me out here. =[[? | yahoo answers | i am 8 weeks pregnant and just found out i have chlamydia from a recent pap. well yesterday i was given a medicine called azithromycin. i took both pills today like it said on the bottle. after about 30 minutes after taking it i had bad stomach pains, diarrhea and found just very small amount of blood. i looked...",https://answers.yahoo.com/question/index?qid=20081226043400AAsrolQ
323,323,"metronidazole (flagyl)will it make me sick ???am i wasting my time? | yahoo answers | i went to my gyno and was diagnosed with bv,(bacterial vaginosis) and my doctor prescribed me metronidazole (flagyl) but i read about the medicine and people are telling bad stories about it making them sick as hell and its not so much about me getting sick is the problem its the fact that they stop taking it...",https://answers.yahoo.com/question/index?qid=20140224205453AAuQd6z
324,324,"is it because of the medication that i took for throat infection? | yahoo answers | hi everyone! i'm a 21 years old female, still a virgin. so my problem is that i had a throat infection like three weeks ago and pa prescribed me azithromycin for that. she told me that i might get diarrhea as a result of the side-effect of this medication. my throat infection got better, however, i got one...",https://answers.yahoo.com/question/index?qid=20110714214024AAPzai1
325,325,is it normal to have nausea after taking antibiotics and does illness delay your period? | yahoo answers | i had strep a month and a half ago during my period. just before christmas i had a cold. now just last week i had strep again and my period hasn't started. i'm not even having any symptoms. i only had sex one time and it was the day immediately following my period so i'm pretty positive i'm not...,https://answers.yahoo.com/question/index?qid=20130111065201AAeUodH
326,326,"wondering what exactly is wrong with me? pain over left side of chest (over heart) ? | yahoo answers | and i was told without an x ray by my symptoms alone that i had bronchitis by the local er. i dont have a regular doctor to go to so thats my only option. i told her about the weird hollow cough, and how the pain over my heart seems to come and go.also, my  heart feels like its skipping and then beating fast and...",https://answers.yahoo.com/question/index?qid=20090121143812AAI18rW
327,327,question for a doctor!? | yahoo answers | can i take levaquin 500 mg tablets if i was taking azithromycin 250 mg tablets?,https://answers.yahoo.com/question/index?qid=20080219222910AAIFvbd
328,328,whats the deference between sore throat and a strep throat ? | yahoo answers | can you just list the side effects/ symptoms... thank you and is this acidly feeling in the mouth/ throat part of it i think it's called heartburn ? oh and also tingling in the arms and legs ?,https://answers.yahoo.com/question/index?qid=20120910082440AAPdO1c
329,329,"what's wrong with me and did the doctor do a good job with his investigation? | yahoo answers | i was having some problems so i went to the doctor and i got check for possible std the results from the doctor was i have some type of infection(""cystitis""or uti) so they gave me a shot in my rear end and told me to drink some some clear fluid and sent me on my day..so two weeks pass by and now im...",https://answers.yahoo.com/question/index?qid=20130210085600AAcL6je
330,330,"white stuff in urine? | yahoo answers | i am 15 years old  and male. i have not had sex. for the past 5 days i have had a milky white goey substance in my urine. no pain, just feels weird. about 3 weeks ago i was diagnosed with acute epididymitis, the pain and swelling are 90% gone. am i just peeing out the infection or is it something else?",https://answers.yahoo.com/question/index?qid=20140517083347AAks0Uz
331,331,"my cat is sick four days after spay and vaccinations. should i be worried? | yahoo answers | my one-year-old cat got spayed and all her vaccinations on june 18th. as an alternative to a take home pain medication, she got a ""no pain"" shot, which supposedly lasts up to three days. when i picked her up from the vet (on the 19th), she seemed fine. she was eating and drinking and even gobbled up a few...",https://answers.yahoo.com/question/index?qid=20120622212502AAkEGPU
332,332,was it my antibiotics that made me so sick? | yahoo answers | i was sick for about a week with a growing sinus infection. i went to the doctor on monday and he gave me amoxicillin. i'm used to getting them but my doctor gave me a higher dosage then i'm used to. i also noticed they were shaped differently and tasted different. (i get the chewable kind because i...,https://answers.yahoo.com/question/index?qid=20100206225100AAeM21S
333,333,"how long does it take to recover from toxoplasmosis? | yahoo answers | i've had the infection and had to do surgery four years ago as to it was too late when we figured out what was causing the loss of central vision in my left eye.  however the infection has returned and started to make my vision blurry in my left eye, i called my doctor and he said we've caught the infection...",https://answers.yahoo.com/question/index?qid=20120812165146AAXgz1K
334,334,"prednisone and zithromax for 5 days? | yahoo answers | about two months ago i got a small cold, which mostly cleared up it seemed.  but then i started getting some forehead pressure which seemed like sinus pressure.  after than my throat started hurting, but only on the right side.  when i would swallow the pain would shoot up to my right ear.  that only lasted about a...",https://answers.yahoo.com/question/index?qid=20120406065723AA5MrJq
335,335,which antibiotics can kill bacteria inside the body? | yahoo answers | i'm going on a skin cleansing journey and i read that antibiotics which kill bacteria inside the body is a good replacement if one does not want to get on the pill.,https://answers.yahoo.com/question/index?qid=20110809062727AAZzAk9
336,336,"chlamydia symptoms after treatment? | yahoo answers | i started feeling chlamydia symptoms about 2 1/2 weeks ago so on july 9th i went to the doctor and was prescribed 1.5g of azithromycin. it has now been 1 week 2 days since i finished the anitbiotics. all symptoms are gone. discharge, burning urination, testes hurting etc. after that disappeared i was badly...",https://answers.yahoo.com/question/index?qid=20100718124534AAI9Ia2
337,337,so i am puzzled by this and so far the doctors can't provide an answer. please help.? | yahoo answers | i have been ill for over a month now. it started with a sinus infection. i was put on an antibiotic which didn't completely clear it up but did help. with the antibiotic i started experiencing nauseau anxiety and loss of appetite. the antibiotic was only a zpack however so it was done soon. following the...,https://answers.yahoo.com/question/index?qid=20070611195603AAvnrqs
338,338,"diarrhea after taking antibiotic to clear up chlamydia, is it still effective? | yahoo answers | ive read that this is a side effect of taking antibiotics, but my only concern is that the medicine went right through me and has not been absorbed (it was a drink that i only needed to ingest once). loose stool occurred 2 hours after taking treatment. is it still going to be effective?",https://answers.yahoo.com/question/index?qid=20091217152138AAZYSvb
339,339,"chronic burning rashes with tinnitus.  6 months, 6 doctors later, no diagnostics, no answers, no relief.? | yahoo answers | hello.  i'd like anyone with any input on any of this to please reply.  my story is very long.  i will condense it considerably.background:i am a 38 year old white male with fair skin of mostly irish and cherokee decent.  until last year, i'd say my health had been really great, and i have had little...",https://answers.yahoo.com/question/index?qid=20090305191603AAJkPQa
340,340,is there a otc medication one can take for a mild case of rosacea? | yahoo answers | no-question,https://answers.yahoo.com/question/index?qid=20080211143713AAxP0Vv
341,341,am i gonna gain alot of weight? | yahoo answers | i have bronchitis and on top of that i have asthma and daily i have to take 2 tablets of prednisone 20 mg 1 tablet of azithromycin 250 mg albuterol every four hours 1.25 mg ventolin 2 puffs twice a day 90 mcg advair twice a day  and nasonex twice a day,https://answers.yahoo.com/question/index?qid=20101005201239AA4H5Dk
342,342,how much xanax should a person of my characteristics take? | yahoo answers | about 130 lbs 5ft 4. active. eat good.  i heard you can get tinnitus from xanax. is this after abuse of this drug or like it can happen with any dosage?,https://answers.yahoo.com/question/index?qid=20110430181110AAPSagu
343,343,abdominal paid after antibiotic? | yahoo answers | hello my name is benjamin i am from san antonio im 19 i took an anti biotic called azithromycin 500mg no problems last night but i woke up with pain on the lower abdomin right side if you were facing the way im facing... it comes and goes sometimes dull sometimes sharp sometimes um i started to drink a ton of water...,https://answers.yahoo.com/question/index?qid=20110101095356AAUQy2j
344,344,"why am i seeing things again? | yahoo answers | well first of all, when i smoked weed for the first time, i saw things so differently. i was paranoid and really scared. everything was blurry in the background and i would only see one object clearly for a second and everything would stop for a second too. and goes very slow at that second. everything is like in...",https://answers.yahoo.com/question/index?qid=20120130190354AACV6m3
345,345,"please help! chlamydia treatment and some concerns!? | yahoo answers | i have just been treated for chlamydia, and took 4 tablets of azithromycin at around 8 hours ago. the side affects included are vomiting or diarrhoea and a leaflet that has been given to me indicating that if these appear within 2 hours then another appointment should be made. now this question might sound straight...",https://answers.yahoo.com/question/index?qid=20081120111657AACrpF0
346,346,"chlamydia and treatment? | yahoo answers | i have just been treated for chlamydia, and took 4 tablets of azithromycin at around 8 hours ago. the side affects included are vomiting or diarrhoea and a leaflet that has been given to me indicating that if these appear within 2 hours then another appointment should be made. now this question might sound straight...",https://answers.yahoo.com/question/index?qid=20081120110335AAYUV7Y
347,347,can i drink my protein shakes while im on medication from being sick? | yahoo answers | i'm just getting over strep throat and i feel about 99% today. i just got my p90x delivered in the mail a few days ago and i have been using it for 3 days. i feel like i would be better off drinking the proteing shakes and taking the vitamin supplements afterwords and stuff but i'm worried it might mess me...,https://answers.yahoo.com/question/index?qid=20110415092546AApjCI0
348,348,"i tested negative for chlamydia should i get retested ? | yahoo answers | so a month and a few weeks ago i got tested , and was surprised to find i had chlamydia .i was given 1 dose of 1000g of azithromycin to take 1 time only . i just got retested a week ago , and the results just came back saying i tested negative for chlamydia . now how long does it take 1000 g of azithromycin...",https://answers.yahoo.com/question/index?qid=20130521124750AAZYUuf
349,349,"should i get retested for chlamydia after taking antibiotics for it and getting a negative test result ? | yahoo answers | so a month and a few weeks ago i got tested , and was surprised to find i had chlamydia .i was given 1 dose of 1000g of azithromycin to take 1 time only . i just got retested a week ago , and the results just came back saying i tested negative for chlamydia . now how long does it take 1000 g of azithromycin...",https://answers.yahoo.com/question/index?qid=20130521125626AAXmUDB
350,350,"does 1gram of zithromax clear up chlamydia for everyone? | yahoo answers | does 1 gram (2 pills of 500 mg zithromax, or 4 of 250 mg zithromax) of zithromax, also known as azithromycin, clear up chlamydia in everyone? i am a female avg weight of about 130. my partner was prescribed 2 pills of 500 mg zithromax to clear up chlamydia. i have also been given the same amount. please answer the...",https://answers.yahoo.com/question/index?qid=20110424152924AAp0Dg9
351,351,"never been so scared in my life? | yahoo answers | about 2 1/2 months ago i had unprotected sex with a female i hardly new. well after we had sex i noticed that she had very foul odor coming from her vagina, now here's the frighten part, i also noticed that the codom had broke. i was scared to death when that happend. i freaked out and took some antibiotics...",https://answers.yahoo.com/question/index?qid=20080413165346AA0FbpZ
352,352,can you drink green tea with antibiotics ? | yahoo answers | i pretty much live on green tea (cold) but recently i've had to take antibiotics for bacterial infections (azithromycin and flagyl ) . i took 1 time dose of azithromycin a little over a month ago and didnt stop to think that maybe green tea lowers the effectiveness of azithromycin or other antibiotics in...,https://answers.yahoo.com/question/index?qid=20130519210153AAkzlAn
353,353,"heterosexual male w/possible lgv living in usa .. is it likely i am infected with hiv also? | yahoo answers | i'll be direct to the point.. a girl that i've been dating just informed that when she went to the gyno to get put on birth control pills, that they told her that test results came back positive for chlamydia..we were having unprotected sex up til this point, so i decided to go to the doctor and tell him...",https://answers.yahoo.com/question/index?qid=20140218092124AAxOVPg
354,354,"help with sinusitis symptoms :[ ? | yahoo answers | so i was diagnosed with a sinus infection 2 days ago after about a week, and prescribed a z pack (azithromycin) to clear up my sinuses. it had worked wonderfully the first day, but the second day after taking it i had started to experience strong breathing difficulties and nausea. i can't see my doctor since she's...",https://answers.yahoo.com/question/index?qid=20081004194424AAmkQoV
355,355,acid reflux/gerd help? | yahoo answers | how long will it start working? changing omeprazole to protonix for gerd help?i had left my gerd untreated for 3 months and now i went to see a doctor. my doctor told me i had gerd. doctor put in a camera and saw red bumps on my throat and probably my esophagus is eroded too. prescribed me omeprazole (prilosec)...,https://answers.yahoo.com/question/index?qid=20101230153814AAk1Ehz
356,356,"doctor keeps prescribing antibiotics for acne!? | yahoo answers | i was first on docexcyline for a year then got immune to it and broke out again, then i took minocycline for a year and got immune to that as well and im still breaking out, now my doctor prescribed me azithromycin which is normally used for throat infections! i hate taking antibiotics for so long especially when...",https://answers.yahoo.com/question/index?qid=20130108185622AAIN4k4
357,357,"i am allergic to rocephin and mefenamic acid. what is common in those two? | yahoo answers | i never had a history of this allergy. it was early this year that i took rocephin and an hour later, my skin erupted on my palms, my lips were swelling and constant itch on my body. had to suffer for about a week. how did i even get this allergy?however, the real question is, i recently got extracted with...",https://answers.yahoo.com/question/index?qid=20120623155443AARJFND
358,358,"im traveling in israel and have come down with a severe sickness. doc said it was strep, im not so sure...? | yahoo answers | two nights ago i woke started feeling a little scratchiness in my throat. i woke up with that same scratchiness, nothing severe. as the day progressed, i felt a lot of pressure in my pubic region, it may have just been gas. then i crashed and felt like i had just been beaten up. i went to sleep and later woke, in...",https://answers.yahoo.com/question/index?qid=20110217060713AAskHde
359,359,"why does my tongue go numb after i take certain medications ? | yahoo answers | i happened to me every time when i used to take allegra. and it just happened now, even worse after i took some azithromycin for my strep throat.",https://answers.yahoo.com/question/index?qid=20110519223537AAvYkCM
360,360,"what's causing this...............? | yahoo answers | i'm 17 and i smoke. i woke up one morning with a horribly sore throat, low-grade fever, and difficulty swallowing. went to doctor... found out i had tonsillitis for the 2nd time. they prescribed azithromycin (z-pack) which is a 5 day course of antibiotics. my throat isn't hurting at bad like it was but my...",https://answers.yahoo.com/question/index?qid=20120625005957AAs2Jna
361,361,"i'm beginning to wonder about myself lately..need some advice...please..? | yahoo answers | i'm 17, female. i always had such energy, and i was always extremely immune to sickness every year. i started my junior year in high school and the very 2nd week of school i got a cold. after this went away, the month of november soon came. this is where it started. all of the sudden, i woke up one morning,...",https://answers.yahoo.com/question/index?qid=20091229181612AA2RAcI
362,362,"i take birth control pills, & was put on antibiotics...doctor said it wouldn't  interfer? | yahoo answers | i take birth control pills. i know that some antibiotics can interer with them. i was put on antibiotics a few months ago. i specifically asked my doctor if they would interfer with my birth control, and he said absoultelty not!.he said that they type of antibiotics he perscribed me were a new type and would work...",https://answers.yahoo.com/question/index?qid=20070826191121AAdUfk9
363,363,major tooth infection not going away? | yahoo answers | was swollen and severely hurting so went to the er. they told me i had a tooth infection and prescribed me amoxacillin and vicodin. next day got into my dentist who then upped my antibiotic to clindamycin.  few days later still no relief so called dentist and he upped me again to azithromycin (z-pac) and vicodin...,https://answers.yahoo.com/question/index?qid=20131230055421AAmGq0L
364,364,is anyone familiar with the antibiotic vioxin? ? | yahoo answers | is anyone familiar with the antibiotic vioxin and its uses?? my boyfriend has strep and was prescribed this. maybe the spelling is incorrect. i thought strep was treated with azithromycin (z pack) or with any other penicillin type drug. was curious as to why?? thanks,https://answers.yahoo.com/question/index?qid=20090109211806AAoFwqW
365,365,birth control pill & antibiotics? | yahoo answers | i know combination-type birth control pills can be altered by some antibiotics but i take birth control that has only 1 hormone its not a combination pill...so does the same rule apply to this. i take errin (nor qd) and ive been prescribed azithromycin for my sinus infection. should i consider a back up method or...,https://answers.yahoo.com/question/index?qid=20091215213507AAiApKh
366,366,"did i take the anti-biotic too early???? (chlamydia question)? | yahoo answers | okkay, soo i had sexx with a my ex who told mee that he hadd chlamydia after that we had unprotected sexx. ughh i was soo pissed yess i know very stupid rightt?..... but like a few hours later i had azithromycin 200mg priscribed and tookk it rightt away. will takking it rightt away prevent mee from actually...",https://answers.yahoo.com/question/index?qid=20090916235922AARvNJG
367,367,"does a bacterial infection require a specific antibiotic to wipe it out ? | yahoo answers | i have an infection that 2  differant antibiotics have lessened it but not wipe it out. in fact shortly after taking them i have got better quickly, then the problem levels off and does not go away entirely. what is going on here ?   a personal guess on my part is that it could be a staph infection and the doc gave...",https://answers.yahoo.com/question/index?qid=20130615055822AA3HiYm
368,368,z pack overdose at 1250mg at once? | yahoo answers | can you take all 6 azithroymcin pills at once? i don't think it is considered bad for you because if you have gonorrhea or chlamydia you are supposed to take 1000mg azithromycin. but this would be 1250g of azithromycin. is this okay to do?,https://answers.yahoo.com/question/index?qid=20110727151452AAOLz1j
369,369,"how to narrow the cause for ringing / buzzing in ear.? | yahoo answers | since mid dec. i have seen 12 doctors. i have read about tinnitus and know that many times the cause is never found. however there must be a test by test approach to eliminate the known causes. i have been prescribed azithromycin, levaquin, neomycin ear drops, cefdinir, durahist, astelin nasal spray, guaifenex &...",https://answers.yahoo.com/question/index?qid=20080309154721AAoMFBR
370,370,"sleeping problems linked to sinusitis? | yahoo answers | saturday night i went to bed at 9:30 and slept until around 12:30 in the afternoon.tonight i could not sleep at all.  i attempted to go the sleep at 11:00 and was still lying there at 4:30.i cannot think of any possible explanations for this. i was diagnosed with sinusitis the other day, though i have had it...",https://answers.yahoo.com/question/index?qid=20130211021557AAHfcj0
371,371,how safe is clindamycin? has anyone ever taken this drug before? | yahoo answers | i am 18 and just had surgury yesterday for my wisdom teeth. i was perscribed to take an antibotic called clindamycin (take 2 capsules by mouth every 6 hours). i am suppose to take it to prevent infection in my vein where they put the ivy as well as prevent infection in my mouth where was wisdom teeth were taken...,https://answers.yahoo.com/question/index?qid=20100116071923AANKyAq
372,372,"what is going on?! ): ):? | yahoo answers | so tuesday i went to the docors because i had a really bad cough, and started coughing up blood, and my lungs hurt so bad! i was put on azithromycin, an inhaler, and prednison... my dr took a chest x-ray and said it came back clear, but he kept listening to my left side and said he heard something.. i'm still...",https://answers.yahoo.com/question/index?qid=20130314175944AAwV5Nl
373,373,help for injuring my ear while removing a cartilage piercing (picture included)? | yahoo answers | one of my cartilage piercings (over 6 months old) was a little swollen/red because i guess i slept right on the damn thing and agitated it. i was trying to take out the earring i had in to replace it with one with a longer post to decrease the agitation.i was having difficulty removing it because of the...,https://answers.yahoo.com/question/index?qid=20110504224610AA2sIx7
374,374,"why is my hair falling out? | yahoo answers | or, rather, thinning. i've had a severe sinus infection for about three weeks, and i've been on antibiotics more than a week. the first week (amoxicillin) didn't work, so the doctor just recently gave me a different antibiotic (azithromycin). i also took medical steroids all last week. i get sinus...",https://answers.yahoo.com/question/index?qid=20120424045620AAKbCuD
375,375,"mystery stomach pain - please help!? | yahoo answers | ok...about 2 weeks ago i got a chest cold. hacking up stuff, chest pain, sneezing, the whole bit. i took azithromycin for it and now i am about 85% better.now my stomach hurts. bad. when i get up in the morning and go to strech, i get a sharp, stabbing pain right below my belly button. also to the left side. it...",https://answers.yahoo.com/question/index?qid=20080726134436AAQZCcb
376,376,"antibiotic - sore throat? | yahoo answers | i phoned my doctor yesterday about possible tonsil stones and she called me in a prescription antibiotic, z-pack.  i have advised my doctor several times in the past that i cannot take a z-pack as i get hit hard with side effects. is there any other antibiotic that i can take that would be more digestive friendly?",https://answers.yahoo.com/question/index?qid=20100210074224AALYRta
377,377,"could i still be at risk? | yahoo answers | i'm a 23 year old female and was unfortunately the victim of rape in feb. 2009. ever since then i have been experiencing heavy discharge, cramping and uncomfortable sexual intercourse since then. i have been with my fiance now for 6 years and we have a 4 year old son together. this single episode has really...",https://answers.yahoo.com/question/index?qid=20100401190711AAw2Clx
378,378,"prednisolone and acne.? | yahoo answers | how common is it for prednislone use to result in sudden onset severe acne after you have finished taking it, and are there any other reason that sudden onset severe acne could result from prednisolone use, such as underlying cause or disease?",https://answers.yahoo.com/question/index?qid=20081222113515AAQLEvc
379,379,"19 1/2 weeks and i have bronchitis now dr said they just found some pneumonia? | yahoo answers | dr. did an x-ray yesterday and they found a little spot on my left lung.  they have me on flovent and alburtial (? sp) right now.  i have pulled my left side frount and back due to coughing.  dr. said i have had this too long (over three weeks now), so he wants to put me on meds.  only thing is he hasn't...",https://answers.yahoo.com/question/index?qid=20080221103651AApmf8W
380,380,zithromax ? for baby 8 mth old ? | yahoo answers | has any one had to give there child this before. and is it okay for a 8 mth old ,https://answers.yahoo.com/question/index?qid=20081023123551AAcL3fg
381,381,"going to hong kong in summer? | yahoo answers | right, so i know that the swine flu is exaggerated, but i'm still worried.for those who have been to china, you'd know why i'm a bit worried.the ones who see pictures of the beautiful stuff.. well, the stuff that they don't show you in pictures are the dirty streets (but hk are very...",https://answers.yahoo.com/question/index?qid=20090503144541AAmR8rJ
382,382,did syphilis originally get transmitted to people through sheep? | yahoo answers | i have heard that syphilis originated in sheep and was passed onto people after a shepard had intercourse with an animal.  is this true or is there another origin to syphilis?,https://answers.yahoo.com/question/index?qid=20060609021806AAg9cse
